ID_UC2;UC_NAME2;ESF_ADM2;PLA_MAN2;Area;Richness;UC_CODE2;ANO2;HFP1993;HFP2009;MinDist_IES;HFPtrend;Richness_pred;Long;Lat
201;RESERVA BIOLÓGICA DE SOORETAMA;Federal;NO;10.2349084956611;13;0000.00.0201;1982;5.4114112233629;6.53969641364351;141936.859660735;1.20850109956704;7.75757682230054;-40.11654202;-19.0076514
1833;PARQUE ESTADUAL DE MATA DAS FLORES;Estadual;NO;6.720823833329;5;0000.32.1833;1992;12.6124951934814;18.9078893852234;40326.1043645463;1.49913947202102;1.41372360648124;-41.17969952;-20.61275038
394;PARQUE ESTADUAL DO RIO DOCE;Estadual;YES;10.4897870039884;12;0000.31.0394;1944;7.46249989497881;8.7757453664924;126928.178926293;1.17597929514173;27.0865210813736;-42.55143954;-19.6806194
400;ÁREA DE PROTEÇÃO AMBIENTAL SUL-RMBH;Estadual;NO;12.0102465588278;95;0000.31.0400;1994;9.46836030100133;12.9311803811975;22408.9729834863;1.36572542342204;15.2348215365362;-43.79285568;-20.10693595
301;ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA;Estadual;NO;12.297460861148;23;0000.29.0301;2003;7.06325710998404;9.81581834631652;101241.565684409;1.3897014073637;11.6509720341465;-39.39555028;-13.54216907
217;RESERVA BIOLÓGICA UNIÃO;Federal;YES;8.9563129329816;7;0000.00.0217;1998;7.63854910135269;10.7775788843632;27992.4097924726;1.41094581462527;5.66149202582639;-42.08124406;-22.43473343
212;RESERVA BIOLÓGICA DO TINGUÁ;Federal;YES;10.1191137050729;37;0000.00.0212;1989;12.8662164307669;13.4396388588569;20824.7206038599;1.04456806950012;14.3402864253805;-43.41024644;-22.56355251
527;PARQUE ESTADUAL DA MATA DO GODOY;Estadual;NO;6.52540763907048;9;0000.41.0527;1989;10.7840353193737;13.9879542305356;24103.8944097222;1.29709833251436;1.43517296684636;-51.2520367;-23.45056202
10;ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS;Federal;YES;11.1305488781479;71;0000.00.0010;1982;19.5502816850802;19.0291498113343;9673.70524537114;0.973344022242727;28.7450943814489;-43.1347594;-22.47898363
1718;APA SISTEMA CANTAREIRA;Estadual;NO;12.4454532949068;14;0000.35.1718;1998;12.909616702616;17.9783027055145;16387.031164407;1.39262869840833;17.9764419022621;-46.44076661;-23.0674409
172;PARQUE NACIONAL DO IGUAÇU;Federal;YES;11.9768579810712;12;0000.00.0172;1939;6.04820232117491;6.47467999129231;64243.9056586285;1.07051312893821;66.4455908989946;-53.86169616;-25.39027535
1485;PARQUE ESTADUAL DOS TRÊS PICOS;Estadual;YES;11.0301014151852;69;0000.33.1485;2002;7.75248496288078;8.15127617390422;56989.3297688116;1.05144043657393;13.2862518751757;-42.6692584;-22.42354997
152;PARQUE NACIONAL DA SERRA DOS ORGÃOS;Federal;YES;9.90451716725391;55;0000.00.0152;1939;14.9759350577589;14.6048968713292;14640.136999137;0.97522437263525;36.8637871468342;-43.07364325;-22.4956399
738;ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA;Estadual;YES;10.4632018641321;47;0000.33.0738;2001;6.6725974748188;7.43867628297592;58977.3624929624;1.11480968409201;10.2204632486899;-42.3831085;-22.37670891
154;PARQUE NACIONAL DA TIJUCA;Federal;YES;8.25131903812998;76;0000.00.0154;1961;32.2498672356766;32.1339850907915;6098.0745488017;0.996406740404906;14.8024855516557;-43.27134091;-22.94849955
167;PARQUE NACIONAL DE UBAJARA;Federal;YES;8.74344903737053;12;0000.00.0167;1959;7.6127119915826;13.9406592122146;63737.5019266688;1.83123428649722;8.56754552253317;-40.91079183;-3.75426934
215;RESERVA BIOLÓGICA DE POÇO DAS ANTAS;Federal;YES;8.53016322763985;10;0000.00.0215;1974;8.11216730229995;10.7460288552677;50506.4013664358;1.32468037884537;7.4320049829645;-42.27668452;-22.54980551
1476;PARQUE ESTADUAL DA SERRA DA TIRIRICA;Estadual;YES;7.63471261110214;12;0000.33.1476;1991;32.7840464807326;33.1022852620771;11552.3647599695;1.00970712329643;5.76868348827275;-42.99811478;-22.92055916
1534;PARQUE ESTADUAL DO FORNO GRANDE;Estadual;NO;6.81651693806073;40;0000.32.1534;2013;5.20099572701888;6.38558914444663;52162.2444848181;1.22776281304633;0.934108751082637;-41.10237218;-20.52169785
11;ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA;Federal;NO;12.9888809978064;65;0000.00.0011;1985;6.80795283393853;8.37370084982084;20526.5620612299;1.22998808218483;28.4514836105644;-44.95400266;-22.37988561
1479;PARQUE ESTADUAL DO DESENGANO;Estadual;YES;9.97134540933229;28;0000.33.1479;1970;4.88199010316063;4.96573304849512;50731.939403486;1.01715344430548;15.6443525115564;-41.81669728;-21.8567313
1700;APA CORUMBATAÍ, BOTUCATU E TEJUPÁ PERIMETRO CORUMBATAÍ;Estadual;NO;12.5241950134317;21;0000.35.1700;1983;9.22356676653109;12.5272988428345;45606.4135914276;1.35818378724069;22.0854037389264;-47.97412921;-22.38119168
191;RESERVA BIOLÓGICA AUGUSTO RUSCHI;Federal;YES;8.17816079063418;55;0000.00.0191;1982;6.48112668852875;6.80028193238853;49901.8380524819;1.04924379034662;5.89308858107325;-40.545947;-19.8891475
